username,09/26,09/28,10/03,10/05,10/07,10/10,10/12,10/14,10/17,10/19,10/21,10/24,10/26,10/28,10/31,11/02,11/04,11/07,11/09,11/14,11/16,11/18,11/21,11/23,11/28,11/30,12/02,attendance/2022,remote_attendance_lectures_count,remote_attendance_lectures_weeks_1_5_count,remote_attendance_lectures_weeks_6_10_count
1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,24,14,10
3,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,18,11,7
4,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,8,4,4
5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
7,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,0
8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,27,15,12
9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,9,1,8
10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
13,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,False,13,6,7
14,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9,8,1
15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,27,15,12
16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
17,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,10,9,1
18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1,1
19,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,0
20,True,True,True,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,15,9,6
21,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
22,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,19,11,8
23,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,21,14,7
24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
25,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,10,5,5
26,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,9,6,3
27,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
28,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,3,1,2
30,True,False,True,False,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,True,True,False,16,9,7
31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
32,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,12,10,2
33,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,18,13,5
34,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,0
35,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0
36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
37,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,11,5,6
38,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,20,14,6
39,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,10,7,3
40,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
41,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,10,0
42,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
43,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,19,10,9
44,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,20,11,9
45,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,3,1
46,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,7,0
47,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,10,6,4
48,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,1,1
49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,1
50,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,1
51,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
52,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,0
53,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,8,2,6
54,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,11,9,2
55,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,25,14,11
56,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
57,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,18,14,4
58,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,1
60,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,1,2
61,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
62,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,26,14,12
63,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,2,1
64,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
65,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,0
66,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,0
67,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,False,13,6,7
68,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
69,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
70,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
71,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,17,13,4
72,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,0
73,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,0
74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,1
75,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,8,6,2
76,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,8,4,4
77,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,9,6,3
78,False,False,True,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,17,7,10
79,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
80,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
81,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
82,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,18,10,8
83,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,10,9,1
84,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,0
85,False,True,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,11,7,4
86,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
87,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,26,15,11
88,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,18,12,6
89,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,12,10,2
90,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,0
91,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,26,15,11
92,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
93,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
94,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,3,1
95,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
96,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,8,0
97,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,0
98,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
99,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,8,6,2
100,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,7,0
101,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
102,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
103,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
104,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
105,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
106,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,8,1
107,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
108,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,9,7,2
109,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
110,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,14,13,1
111,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,14,0
112,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
113,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13,13,0
114,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,0
115,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,0
116,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,11,10,1
117,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,0
118,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,0
119,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
120,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,5,3,2
121,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7,6,1
122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
123,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,False,False,21,14,7
124,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,5,1
125,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,0
126,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,13,11,2
127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
128,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
129,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,5,3,2
130,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,21,13,8
131,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
132,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
133,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1,1
134,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,8,3,5
135,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,0
136,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9,9,0
137,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0
138,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,3,1
139,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
140,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0
141,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,True,True,False,10,2,8
142,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,5,1
